x,y
2.6141887172684712,1252.7546233205805
2.9628418248501736,1319.3791573636997
4.7883584550963825,1855.1290247753197
5.97339956047646,2106.8148329903297
3.8474145250987615,1559.6687351678563
5.527679898042552,1930.7707395784685
4.117854459042806,1671.117318463019
2.4284072365655276,1057.2985028859541
4.062712397803706,1583.2317838656825
2.3355807365840224,1103.9113120871077
1.126620686422154,834.9175741213718
5.494068107318474,2018.4046450431733
4.593411817823889,1714.9692632110996
3.8269482046008325,1507.9956896163508
3.0034086263507302,1293.2275252825696
4.700127960788012,1794.0042617113982
4.991820255513402,1921.2684217254612
5.217235746742248,1943.9835934220193
3.987029580544362,1695.90953489078
1.645414720110505,998.4405816245812
7.761280371313828,2520.1707067427496
1.7770372095321967,914.9360271909084
6.244956354506076,2202.0924746089718
4.385062201480707,1682.96807020003
0.8588738965211828,780.9066380532773
0.137366786402431,551.2638463024978
5.426944311412851,2018.2828509877463
3.7865238858636587,1511.4304004465353
5.194613777120545,1923.8708618818757
5.514860687806418,1978.626831772471
2.3558362295568496,1192.3408452509223
4.036684986829106,1725.2856278256604
4.926863920153682,1817.3943759143983
2.9935746168422965,1262.1643539760512
4.557201299747525,1735.4636379683066
2.609776426741149,1321.4935710535044
3.0636773079437507,1462.9712822342863
4.359425921079217,1736.0018355040493
2.1384468258545883,1069.2390031092868
2.1792343014552427,1154.1248221238232
2.3061108214213824,1178.7627580617268
0.389481693350113,561.6550295332398
1.8830301432998249,1046.0935257090703
3.5886822122874573,1463.4577408306438
4.3055321068209125,1659.802156920212
3.064925083874104,1293.8197943228677
4.413244258322649,1786.970629161526
1.8054639470502092,958.1159041662686
4.488011104189248,1853.652912182099
3.3267804209770557,1457.4436054120413
1.9425206873067744,1001.3770623048982
1.5869185171926248,979.6966136169024
4.539764882206877,1680.4443034903568
3.6679229044715127,1540.0292295906402
2.741668037681327,1373.3238848756168
5.079958795964517,1892.8584474317024
1.6167034203292985,965.0164145103353
6.433428183180195,2207.739610317135
0.24929165328832353,601.4118886263819
7.087837500134269,2430.2425198836627
0.15540312891138147,553.7641317693615
2.883605631994253,1401.5416856940005
5.599436264807227,2008.7390480406368
4.807149469638269,1717.2446526037677
6.929388806839295,2381.367851131816
2.9056062357843073,1332.5318862829297
6.155793735406218,2168.193282689576
0.7034286429055634,724.061014104153
2.9613403185730216,1385.758566072099
5.546108736452866,2014.0849398381977
2.4882005431182774,1232.6683178476924
3.351755232477317,1439.2736066762684
1.310860696441673,942.1385599817686
6.006198813393362,2154.818712566297
2.1827837054080588,1047.7658069742072
1.4930272491384973,935.2996185249069
3.223625709956001,1438.8615138035516
2.12150930051967,1145.1738899819163
6.587641145267666,2253.8904492344145
2.7261835504183582,1368.8815375162353
5.251869790273548,1882.7262480356571
4.243265162220141,1622.4077453271805
2.2164767929210383,954.9385802801144
4.018387361676844,1665.9816510623825
5.002531183441844,1891.2085022086594
2.8305375581644263,1387.6074068781372
0.05,517.3112168371949
2.1549523908378,1236.884628299874
2.951872963268713,1431.7630893773394
3.6974795215627476,1551.5719489218018
4.955771965103274,1930.534271678969
5.421430494371794,1935.9860634994213
2.5530220014049734,1260.8580531985233
2.199075539064231,1196.2005623633909
3.7107221052569295,1572.5881669331181
2.3838881802610596,1189.9586698986425
5.163666231308682,1873.2189384348135
5.160015993936849,1935.0186365046468
3.6967976975082073,1507.8775792765773
3.8496915456469964,1620.7089278180538
